marker_index,user_id,comment_id,category_id,category_en,lon,lat,marker_text,text_len,num_likes,liker_ids
4586,51458,21523,2,Bike path needing improvement or adjustment,-73.60547893845404,45.5287571376538,"coin St-Laurent/Bellechasse: la signalisation n'est pas claire, surtout pour cyclistes venant de la piste cyclable ou de Bellechasse vers le sud",144,10,51612;20035;51937;51966;51116;48800;51050;49275;52950;48370
4587,51458,21537,1,Appreciated bike path,-73.61884591976379,45.53958233824619,"Le REV est un grand succès, fluide, facile et sécuritaire. Bravo et continuons à prioriser ces installations!",109,21,51473;50668;49064;51612;22858;51653;19019;50569;48865;51908;51944;48755;51966;51050;52370;52598;53355;53373;53391;54073;48370
4588,51462,21498,3,Missing bike path,-73.57897691079903,45.50992836639756,"Very heavy car traffic without any protection for bikers, despite there being a decent quantity of daily bikers on this street.",127,5,19019;52137;51050;54178;54248
4589,51463,21497,1,Appreciated bike path,-73.59730416137491,45.52342900467039,Permet de désengorger Saint-Denis. On se sent en sécurité,57,7,51483;23150;20447;52084;51050;48640;53286
4590,51466,21548,2,Bike path needing improvement or adjustment,-73.67820494775289,45.54879324996341,"Le boulevard Gouin devrait être sens unique, ce qui libèrerait de l'espace pour séparer le trottoir pour les piétons de la piste cyclable. Ce n'est pas une rue pour de la circulation de transit",193,15,51483;51506;19019;51662;50330;23696;52143;51050;53348;23035;53568;54057;17704;46286;54632
4591,51466,21549,1,Appreciated bike path,-73.66343628446344,45.54845188712338,Très agréable de rouler sur Prieur à vélo.,42,2,48665;51050
4592,51466,21557,1,Appreciated bike path,-73.66619630431427,45.55989787257343,"Une fois complétée, cette piste permettra de se déplacer rapidement est-ouest, un MUST",86,27,48929;51506;51512;51631;51577;19019;50569;51681;19880;18309;51793;51834;51965;51997;52061;23696;25094;52161;52182;51050;23021;22979;53730;48198;18316;54285;54705
4593,51467,21515,3,Missing bike path,-73.63218433763758,45.50072336276389,Van Horne et Cote-Des-Neiges devraient toutes deux avoir des pistes cyclables,77,3,19171;19019;51050
4594,51469,21528,3,Missing bike path,-73.55641000389882,45.52908921897114,"une piste cyclable sur Ontario, proche de l'école Pierre Dupuy, ça serait intéressant",85,8,19171;19019;52075;35418;51050;52478;52547;19009
4595,51469,21532,2,Bike path needing improvement or adjustment,-73.55218826071369,45.52906509899199,"Améliorer la piste cyclable au sud de Onatrio, pour bien relier le réseau entre le plateau et la rue Maisonneuve",112,4,49549;19019;52318;51050
4596,51469,21535,3,Missing bike path,-73.55751444030591,45.53084969936885,Ajouter un lien cyclable entre la rue La Rivière et la piste qui passe par la rue Dufresne serait parfait,105,3,19019;51050;52478
4597,51469,21540,3,Missing bike path,-73.5608734187245,45.53164891070085,Ajouter un lien cyclable sur partenais vers le sud,50,4,51671;52075;51050;52478
4598,51471,21563,1,Appreciated bike path,-73.59508204676614,45.5295781281574,Plus de REV !,13,14,49579;48238;51683;51715;20035;52048;52072;51050;52393;52478;53445;53660;54375;22912
4599,51473,21627,2,Bike path needing improvement or adjustment,-73.56003731068694,45.52502642197774,Modifier la lumière pour les véhicules qui circulent sur la rue Champlain avec une flèche pour sécuriser le passage des cyclistes qui manquent de se prendre des voitures qui n'y prêtent pas attention. Carrefour dangereux pour les cyclistes !,241,4,50670;19019;51050;54095
4600,51473,21640,3,Missing bike path,-73.62910353046941,45.54288308131308,"REV sur Jarry, j'ai peur de prendre Jarry tellement les automobilistes nous frôlent.",84,10,23025;50670;51825;52048;52239;51050;52357;52598;53901;55312
4601,51475,21559,3,Missing bike path,-73.58430249440784,45.5166879332597,Il manque un lien cyclable de Mont-Royal/Esplanade à Rachel/Esplanade.,70,1,51050
4602,51476,21545,1,Appreciated bike path,-73.61555085109626,45.59433039981195,Pas beaucoup de piste cyclable dans le quartier,47,2,51050;53239
4603,51477,21566,3,Missing bike path,-73.63200750479305,45.55892517777849,ajouter une piste cyclable sur tout papineau,44,5,19020;51693;52112;51050;53676
4604,51477,21582,3,Missing bike path,-73.60054129296097,45.52145398055259,piste sur avenue du parc,24,9,23025;48238;19019;48033;50569;48865;51050;52391;52480
4605,51477,21585,3,Missing bike path,-73.56058637751194,45.51002928767829,piste sur tout le boulevard rené levesque,41,8,18309;51937;52112;51050;53682;53986;53988;54337
4606,51477,21587,3,Missing bike path,-73.57067749285955,45.50957754618739,ajout piste sur sherbrooke,26,9,51512;18475;50569;19019;52066;51050;19009;54375;55084
4607,51477,21588,1,Appreciated bike path,-73.67773925094282,45.53934079366397,merci de garder la piste sur bourassa,37,27,51506;51587;51577;51631;50569;18475;18309;51793;51834;51865;51986;51997;23696;25094;52143;52182;51050;52501;19009;54129;18316;47253;17704;46286;54657;22918;54431
4608,51477,21593,1,Appreciated bike path,-73.60100623266933,45.53757310321518,la garder !!,12,7,23025;49064;52061;52048;19019;51050;53758
4609,51477,21622,3,Missing bike path,-73.55186897912169,45.50768835624211,"tellement dangereux sans piste cyclable, depuis le temps...",59,11,23025;50381;51777;20035;19019;52288;51050;53265;53347;53651;54750
4610,51477,21624,3,Missing bike path,-73.6280239242665,45.54449734471774,ajoutez une piste sur Jarry !,29,10,23025;18464;50670;52037;52239;51050;52598;53758;53901;55312
4611,51481,21595,2,Bike path needing improvement or adjustment,-73.59838220672444,45.536395955916305,Cette intersection fait souvent confondre a les gens,52,1,51050
4612,51483,21605,2,Bike path needing improvement or adjustment,-73.68455338610158,45.54824305348612,"Cette section de la piste est dangereuse car elle est partagée par des piétons et vélos et il y a des tournants où la visibilité est très réduite, ce qui augmente le risque d'accidents.",185,8,19019;23696;51050;53348;54057;17704;23798;54632
4613,51483,21618,3,Missing bike path,-73.64956405762943,45.530615996019776,difficile de franchir la 40 de manière sécuritaire à cet endroit.,65,3,19019;51050;52598
4614,51483,21630,1,Appreciated bike path,-73.6473910653749,45.549183880411675,Le REV sur Lajeunesse est vraiment une amélioration incroyable pour se rendre à l'école et circuler dans le quartier! :),120,11,50668;49064;19019;51703;51783;23696;52239;51050;53991;17704;54632
4615,51483,21646,3,Missing bike path,-73.62336601019777,45.52844491245321,"Lorsqu'on arrive sur Jean-Talon à partir de l'Est, il est très difficile et dangereux d'aller prendre la piste cyclable sur Querbes. Le REV Jean-Talon devrait être prolongé vers l'Ouest et un aménagement approprié devrait être conçu pour permettre de connecter les deux pistes.",277,10,23150;19019;51871;51908;51050;51103;48564;53954;54397;55087
4616,51483,21661,3,Missing bike path,-73.60081676709225,45.523714583022695,"Manque un lien cyclable entre Clark et Stuart pour accéder à Côte-Ste-Catherine, serait à prévoir sur Bernard ou St-Viateur",123,2,51050;52581
4617,51485,21574,3,Missing bike path,-73.6138161075311,45.55773662865005,Un point sur l'autoroute? Pourquoi pas! Si vous dites que les urbanistes qualifiés c'est nous alors écoutez moi dont. Pas game !,128,3,51050;52598;53676
4618,51486,21575,2,Bike path needing improvement or adjustment,-73.58170493503603,45.54676311888167,Lien nord-sud à sécurisée jusqu'à Bellechasse,45,3,51050;52482;54017
4619,51488,21576,3,Missing bike path,-73.85109781293073,45.462797858609264,Plus de bixi dans louest,24,5,19019;51814;51860;51050;54033
4620,51499,22319,4,Bike path to be removed,-73.61421584029804,45.52762285552117,Il manque une piste cyclable ici ou au moins de permettre les cyclistes sur le trottoir comme les rues avant et après.,118,2,48655;53671
4621,51499,22320,3,Missing bike path,-73.61410134792024,45.52756750965469,Il manque une piste cyclable ici ou au moins de permettre les cyclistes sur le trottoir comme les rues avant et après.,118,10,50001;51499;47680;19019;52098;52315;51050;52391;52598;24330
4622,51502,21619,3,Missing bike path,-73.55861201659019,45.48070576245547,Route pour relier PSC à Verdun et les automobilistes roulent très rapidement car il y a peu de d’arrêts ou de feu de circulation. Difficile de s’insérer dans la circulation et dangereux à cause de la vitesse des voitures car la voie n’est pas protégé pour les cyclistes.,270,5,19019;52071;51050;18553;23093
4623,51503,21662,3,Missing bike path,-73.59730038570513,45.523136249079926,Trop de morts,13,2,51050;53488
4624,51503,21667,3,Missing bike path,-73.60443450432348,45.52312037128189,Trop de morts,13,24,23025;51398;48665;51577;48238;19019;19880;50569;51702;51714;18309;48655;48865;52119;52286;51050;52480;52527;50411;53506;53692;54296;54359;22912
4625,51503,21669,2,Bike path needing improvement or adjustment,-73.56923691665067,45.53083629570972,Lien cyclable beaucoup trop engorgé,35,9,49518;48655;51966;52123;51050;49347;50217;23051;55084
4626,51503,21673,3,Missing bike path,-73.56099494041241,45.55658892877278,Au lien cyclable nord-sud vers l'est; extrêmement désagréable rouler sur les boulevards à l'est.,96,3,48655;19019;51050
4627,51503,21676,3,Missing bike path,-73.52029665727026,45.62356216758701,Sherbrooke est beaucoup plus optimal afin de traverser les deux villes comparativement à Notre-Dame.,100,10,51598;18475;48655;23810;52244;51050;52362;53473;50328;54722
4628,51504,21613,3,Missing bike path,-73.54247103233809,45.56240309416589,"Dangereux, chaussée endommagée et circulation automobile rapide et camions lourds",81,12,48843;51817;51894;52065;19019;35418;51050;53332;54054;54190;54642;23051
4629,51505,21617,3,Missing bike path,-73.59545924352084,45.45693230320654,"La piste cyclable Newman/Jolicoeur/5e avenue prévue au plan permettrit de relier 3 arrondissements (LaSalle, Le Sud-Ouest et Verdun). La rue Jolicoeur en bénéficierait grandement! Profitez-s'en pour ajouter des arbres, c'est un désert caniculaire en période estivale.",267,11,51512;48620;43693;19019;51881;52135;52235;51050;48889;52701;54100
4630,51506,21655,2,Bike path needing improvement or adjustment,-73.4396914990737,45.43984657061,Les automobilistes ont une lumière prioritaire (verte clignotante) en même temps que le traverse piéton. C'est une question de temps avant qu'un accident ait lieu,162,2,51050;54178
4631,51506,21709,2,Bike path needing improvement or adjustment,-73.748398185623,45.51350366441747,"Panneau ""Piste fermé"" depuis deux ans pour aucune raison",56,7,19019;47517;51050;49012;54057;54293;46286
4632,51506,21711,2,Bike path needing improvement or adjustment,-73.46292292845311,45.45395731828779,Feux de circulation très mal synchronisés,41,1,51050
4633,51507,21683,2,Bike path needing improvement or adjustment,-73.6058679292351,45.47290122544817,This is one of the most dangerous intersections in the city.,60,12,48464;48620;19019;48865;51908;52180;52276;50256;51050;49340;53735;48301
4634,51508,21626,3,Missing bike path,-73.60263967610547,45.52237709739137,Cyclists are killed here due to a lack of a bike lane on avenue du parc other than a small lane from mont royal to milton.,122,6,23025;48238;19019;52071;51050;52391
4635,51508,21628,1,Appreciated bike path,-73.59520395483855,45.520232608182,"Very useful bike path, as a resident of this location I use this path every single day.",87,3,51612;51050;53473
4636,51508,21632,1,Appreciated bike path,-73.57464909880389,45.52014057567985,Use this bike lane regularly,28,10,41233;23025;48464;51691;51715;51777;43693;51937;52041;51050
4637,51508,21633,1,Appreciated bike path,-73.58118374346755,45.51852201383858,I use this bike path regularly,30,3,52315;51050;54774
4638,51508,21635,2,Bike path needing improvement or adjustment,-73.59115009607586,45.51954033560611,"Lots of potholes, needs to be paved better",42,2,51050;53614
4639,51509,29736,4,Bike path to be removed,-73.65145490260068,45.56519609623402,"Inutile avec Gouin juste là et cause de la congestion routière en plus de retirer du stationnement utile, par exemple, aux alentours du métro HB",144,0,
4640,51513,21651,2,Bike path needing improvement or adjustment,-73.56760932911897,45.45196142004741,Manque de stations Bixi dans ce secteur portant il y a la piste protégée au long des berges,91,8,19019;52071;51050;50411;54136;48301;55225;55232
4641,51513,21657,2,Bike path needing improvement or adjustment,-73.56082105458145,45.46239178778211,Intersection dangereuse pour les piétons et les cyclistes. Beaucoup de visiteurs à la plage qui se tient sur la piste cyclable.,127,4,19019;51050;52401;53477
4642,51513,21660,2,Bike path needing improvement or adjustment,-73.56029206257074,45.46179064768435,Devrait y avoir un trottoir séparé de la piste cyclable. Très achalandé avec la plage.,86,7,19019;51881;51050;50495;50411;53477;54282
4643,51514,21644,2,Bike path needing improvement or adjustment,-73.57976992155349,45.46234810343026,C'est tres dangereux cette endroit. Amenagement a revoir.,57,10,51349;51614;49898;19019;51050;50663;52401;53471;22853;54282
4644,51514,21647,3,Missing bike path,-73.58076029159456,45.46333323535859,Il faut rouler sur le trottoir!,31,5,19019;52230;51050;50663;22853
4645,51514,21649,2,Bike path needing improvement or adjustment,-73.58097578959406,45.46584907010404,Feux velo est trop court. Et seulement aux quelques minutes.,60,7,19019;51881;51967;52096;51050;54282;54462
4646,51518,21681,2,Bike path needing improvement or adjustment,-73.59403173679097,45.475344953701864,Cette intersection serait l'endroit idéal pour un carrefour-giratoire avec priorité aux piétons et vélos. La solution actuelle est dangeureuse.,143,5,48674;51050;52384;52532;54324
4647,51518,21689,3,Missing bike path,-73.57504826518948,45.479011150598495,"Compte tenu du traffic de cyclistes, l'accès à tout ce secteur ainsi que la voie d'acces au sud du canal est à repenser. La situation actuelle génère des conflits entre conducteurs, piétons et cyclistes.",203,8,35535;19019;52198;51050;52384;53265;54239;54382
4648,51518,21703,2,Bike path needing improvement or adjustment,-73.55155673426512,45.49577392339376,"Le lien cyclable permettant d'accéder au Pont Mill présente une courbe trop étroite et mal éclairéee, ce qui en fait un endroit dangereux pour les cyclistes. A repenser.",169,11,35535;19019;51881;52084;52137;51050;52331;52589;50468;53733;54282
4649,51518,21713,3,Missing bike path,-73.55215702480712,45.50625183059924,Fermer la rue de la Commune au traffic automobile et en faire une piste cyclable à deux sens me semble la seule option logique compte tenu des dangers que la configuration actuelle présente.,190,7,18475;50670;51699;20035;51858;50336;51050
4650,51518,21726,3,Missing bike path,-73.553054132628,45.513279880774206,Plusieurs situations conflictuelles entre automobiles et vélos en raison en raison de l'absence de lien cyclable protégé à cet endroit,134,4,48655;51050;52478;53891
4651,51518,21739,1,Appreciated bike path,-73.58370009042045,45.48333378018961,Excellent lien cyclable mais je ne vois pas de raison de le garder à sens unique. Devrait être bidirectionnel.,110,5,19019;52076;51050;46529;52673
4652,51520,21716,3,Missing bike path,-73.8585229023586,45.452178975675054,Cauchemar pour les piétons et les cyclistes.,44,13,19019;18475;51806;51797;51814;51860;51050;52384;5822;53999;54033;54451;55190
4653,51520,21733,2,Bike path needing improvement or adjustment,-73.58149244597129,45.46341459916479,Il faut croiser deux voies de trafique mal indiqué pour reprendre le voie cyclable sur De L’Église.,99,4,19019;51050;22853;54462
4654,51520,21738,2,Bike path needing improvement or adjustment,-73.57132430326888,45.46272870903317,Je n’ai aucune problème avec l’arrêt d’autobus mais il y’a souvent des livreurs et d’autres véhicules arrêter dans la piste cyclable à cette endroit.,149,10,18475;19019;51890;52182;48950;51050;52337;50663;22853;54136
4655,51520,21749,2,Bike path needing improvement or adjustment,-73.56184936743435,45.47031133731389,Besoin d’une meilleur affichage ou indication des lumières ici. Les utilisateurs semblent mal comprendre les flux de trafique.,126,1,51050
4656,51521,21665,3,Missing bike path,-73.57637928048348,45.50187444073046,Continuez la piste peel au nord de René Lévesque!,49,7,18475;51890;19019;51050;53891;54375;54447
4657,51521,21670,1,Appreciated bike path,-73.57529863845951,45.52054823616552,J’utilise la piste st Denis a tous les jours,44,13,41233;23025;48464;48620;51702;51715;51777;48655;51937;52052;51050;49024;54383
4658,51521,21675,2,Bike path needing improvement or adjustment,-73.57095228119056,45.50472873186234,Les feux ne marchent pas bien pour les vélos sur la piste de Maisonneuve (il faut arrêter trop souvent),103,5,48464;51741;51794;51050;55094
4659,51521,21678,1,Appreciated bike path,-73.58049642911512,45.52784846925741,J’utilise la piste boyer a tous les jours,41,3,48655;51050;53583
4660,51521,21680,2,Bike path needing improvement or adjustment,-73.583921,45.55228,J’utilise la piste de bellechasse à tous les jours,50,2,51693;51050
4661,51526,21764,3,Missing bike path,-73.67964141645514,45.53633849446322,Ce tronçon manquant est essentiel pour relier l'Est et l'Ouest de l'autoroute 15 et le Blvd l'Acadie. Il n'y a aucune alternative dans le secteur. Une piste cyclble sécurisé sur Henri-Bourassa est inévitable à moins de construire un nouveau viaduque pour piétons et vélo.,271,19,51587;19019;51631;50569;18475;18053;18309;51834;51962;51997;23696;25094;52182;51050;52501;19020;48198;17704;54431
4662,51526,21771,3,Missing bike path,-73.69084797404,45.52863175322551,Une piste cyclable sécurisé sur Henri-Bourassa est inévitable pour relier l'Est et l'Ouest de l'autoroute 15 et des voies ferrés.  s,132,17,19019;50569;23899;23162;25094;52143;51050;18294;19020;53473;48198;17704;46286;54431;23905;55166;55228
4663,51526,21776,1,Appreciated bike path,-73.67682662419608,45.540373441962885,Seule alternative du secteur pour permettre à un cycliste de passé le viaduc du train.,86,26,51587;51577;51631;51608;50001;50569;18475;18309;51793;51834;51986;23696;25094;52143;52239;51050;52501;23610;19009;54129;18316;54296;17704;46286;54657;54431
4664,51526,21785,3,Missing bike path,-73.62968044656675,45.5581383031695,Il manque un vrai lien cyclable sécurisé le long de papineau. Diriger tout les cycliste sur le trotoire n'est pas une alternative viable à long terme.,150,5,19020;52112;51050;23108;53676
4665,51526,21804,3,Missing bike path,-73.61923472480089,45.555072642783415,Cette rue est la seule qui permet de relier le Nord et le Sud de l'autoroute 40. l'intersection doit être revu et le lien cyclable complété avec la piste cyclable sur Chabot plus au Sud.,186,7,52048;23108;51050;53391;53408;50567;54237
4666,51526,21830,2,Bike path needing improvement or adjustment,-73.64310414890713,45.567992674517455,"Le lien Cyclable sur De Lorimier n'est pas sécurisé et les voitures l'utilisent comme voie de dépassement. La piste direction Nord ne mène nul part autre que point très dangereux, elle pourrait être remise du côté Ouest de de Lorimier pour la relier avec la piste sur Port-Royal",278,3,19020;19019;51050
4667,51526,21847,1,Appreciated bike path,-73.65266950273063,45.559807079947944,L'axe Christophe-Colomb est un exemple à suivre.,48,11,48665;19019;52185;51050;52482;53265;50869;53991;54062;54082;55211
4668,51526,21898,3,Missing bike path,-73.67062521190508,45.53920498348111,Barrière urbaine importante. Une traverse piétons/cyclistes pourrait être intéressant..,87,7,19019;50569;51845;52143;52239;51050;54772
4669,51526,21928,1,Appreciated bike path,-73.66194005708515,45.56337016427753,"Lien cyclable non nécessaire entre Christophe-Colomb et Papineau, car il y a Gouin et Prieur tout près. Cependant apprécié pour la qualité de vie du quartier et favoriser le transport actif.",190,6,51834;25094;52182;51050;18309;54705
4670,51526,21941,1,Appreciated bike path,-73.65715588124186,45.57305917850542,"Lien cyclable non nécessaire entre Saint-Michel et Papineau, car il y a Gouin et Prieur tout près. Cependant apprécié pour la qualité de vie du quartier et favoriser le transport actif.",185,4,51050;52501;24078;54705
4671,51526,21946,3,Missing bike path,-73.65172771249055,45.58751433367035,La piste le long de la rivière ne convient pas aux déplacements utilitaires à vélo.,83,4,19019;52109;51050;19647
4672,51526,21949,1,Appreciated bike path,-73.60198980815218,45.547336870834755,Seule alternative Nord-Sud dans le secteur,42,4,19019;39359;51050;54375
4673,51526,21957,2,Bike path needing improvement or adjustment,-73.60049596373545,45.54756211937371,"Asphalte délabrée, dangereuse, à refaire complètement.",54,9,19019;51653;51715;39359;52236;51050;48782;54394;45151
4674,51526,21967,3,Missing bike path,-73.60517710333409,45.54973748364179,"Sur la piste cyclcable de Bordeaux, comment traverser Jean-Talon à l'heure de pointe ???",88,11,19019;51653;51715;51784;50319;52112;52236;51050;53518;53676;54165
4675,51526,21978,3,Missing bike path,-73.58749273184563,45.54222802211157,Il faut pouvoir traverser le viaduc sans risquer de se faire tuer.,66,10,19171;51715;52029;52112;51050;53344;53473;53959;53981;49215
4676,51526,21992,3,Missing bike path,-73.62231336792382,45.51991121709224,Lien manquant avec le tronçon Thérèse-Lavoie-Roux et le quartier Côte des neiges,80,4,49064;19019;51050;48682
4677,51526,22001,3,Missing bike path,-73.63203824961946,45.513924685221866,Intersection extrêmement dangereuse pour les piétons et cyclistes. Et C'est un lien essentiel Nord-Sud.,103,10,51577;19019;20447;19171;51864;51908;51050;52598;53458;54178
4678,51526,22004,2,Bike path needing improvement or adjustment,-73.63199103633909,45.50826569454057,"Trop étroite et remplie de détritus de toute sorte. Dangereuse, mais aucune alternative.",88,1,51050
4679,51526,22007,2,Bike path needing improvement or adjustment,-73.63117371719437,45.507624609428035,"Trop étroite et remplie de détritus de toute sorte. Dangereuse, mais aucune alternative",87,1,51050
4680,51526,22021,2,Bike path needing improvement or adjustment,-73.5418916300988,45.52215007610715,Trop étroit pour l'achalandage. Double sens dangereux pour un espace si étroit partagé entre piétons et cyclistes,113,12,48301;19019;20035;47517;52077;52137;51050;52392;52528;52556;54191;55087
4681,51526,22026,3,Missing bike path,-73.55125915753287,45.508659545646395,Je ne voie pas quoi dire autre que c''est parfaitement ridicule qu'il n'y ait pas de lien cyclable au vieux-port.,113,11,48907;50670;51689;20035;51858;48310;51050;52349;53347;53651;50140
4682,51526,22044,3,Missing bike path,-73.66467816747853,45.57446192403131,Lien piétons/cyclistes essentiel entre Laval et Montréal.,57,9,19019;22990;51751;47814;52316;51050;52394;25092;53525
4683,51527,21692,3,Missing bike path,-73.69450716725481,45.48353969613717,Obligé de rouler sur le trottoir défoncé et dangereux en sens contraire faute d'option! Beaucoup de monde travaille la pourtant et c'est tout le temps congestionné!,164,4,19019;18475;23162;51050
4684,51527,21695,3,Missing bike path,-73.5514824834926,45.50815313619313,Vraiment à revoir cet endroit avec la. piste cyclable du canal qui mène nul part. Ce n'est pas sérieux.,103,17,23025;50670;18920;20035;51858;48252;19019;50336;52288;51050;52592;53265;53347;18533;53651;53901;48767
4685,51527,21699,1,Appreciated bike path,-73.54832665146775,45.56071924017323,"Il n'y a pas de stationnement vélo vers le biodome, stade et cinéma alors que tout est flambant neuf.",101,3,51929;19019;51050
4686,51527,21707,2,Bike path needing improvement or adjustment,-73.54165523336789,45.53642998378396,Toutes les intersections sont dangereuses sur la piste cyclable Notre Dame.,75,17,50349;48843;51661;51894;49710;50425;51050;53265;20534;53704;50328;53871;54098;50140;54501;54707;54880
4687,51527,21720,3,Missing bike path,-73.65731457038369,45.53316184902479,Toujours difficile de franchir la 40 pour se rendre au marché central et à mon gym d'escalade: Bloc Shop Chabanel,113,5,51612;51631;19019;48554;51050
4688,51527,21729,3,Missing bike path,-73.71080270415831,45.46610822838721,Pas possible d'aller au parc industriel Lachine en vélo de façon sécuritaire,76,6,35535;19019;52112;51050;53790;54079
4689,51530,21691,1,Appreciated bike path,-73.55841808115484,45.517204344019945,Très belle piste sécurisée,26,2,51050;53445
4690,51532,21690,2,Bike path needing improvement or adjustment,-73.55138053479807,45.50803646370363,"On doit clarifier cette zone. Ça alterne entre pietons et cyclistes, sans que personne ne fasse attention.",106,8,35535;51689;20035;51858;19019;52288;51050;54750
4691,51532,21697,3,Missing bike path,-73.55729578546355,45.50673871673098,Manque de continuité sur le REv devant l'hotel de ville et le palais de justice,79,6,51656;51858;51050;52478;49275;53225
4692,51532,21955,2,Bike path needing improvement or adjustment,-73.536969692819,45.54190893030725,Manque d'éclairage,18,7,51661;18309;51894;49710;50425;51050;50140
4693,51532,21964,2,Bike path needing improvement or adjustment,-73.54833150468936,45.54608102741528,"Transformer les stop en vrai feu. Quand tous les coté ont un stop, c'est dangeureux",83,3,51618;51050;49347
4694,51532,21969,1,Appreciated bike path,-73.54173931849637,45.5476414797387,Bonne piste dans l'ensemble sur Bourbonniere,44,7,51618;51661;51764;51973;51050;52430;53989
4695,51532,23841,2,Bike path needing improvement or adjustment,-73.60657670461539,45.528103838482366,Piste cyclable sur le trottoir pas pratique et peu claire,57,1,51050
4696,51532,23861,1,Appreciated bike path,-73.55240052229195,45.54520084734435,IMportant pour la desserte est-ouest sans devoir faire des long detour qui demande de franchir des cotes à velo,111,5,51050;53265;53473;54705;23051
4697,51532,23878,3,Missing bike path,-73.61665441218784,45.53306394214641,Manque d'un lien nord-sud dans cette zone. Saint-denis commence à être loin,75,3,51050;51103;54447
4698,51532,23905,1,Appreciated bike path,-73.5095349923581,45.4755079131298,Bon aménagement récent de cette piste. Très agréable,52,5,51050;41233;52370;49012;19703
4699,51532,23907,1,Appreciated bike path,-73.55341538334653,45.5003733233458,"Bonne piste, large et bien protégée",35,4,51050;52370;51702;53547
4700,51532,23908,1,Appreciated bike path,-73.55544900313959,45.52146134991489,Bonne piste bien protégée,25,4,51050;53166;53547;53891
4701,51532,23914,2,Bike path needing improvement or adjustment,-73.55282414097495,45.5293483085824,"IL faudrait inverser la piste et la ligne de statoinnement pour mieux sécuriser les cyclistes. Cela réduirait les risque d'emportierage, protégerait mieux les cycliste du trafic et réduirait les conflit si une auto veut se parker ou partir",239,3,52318;51050;50468
4702,51538,21840,4,Bike path to be removed,-73.56303564234457,45.52004406271172,L'intersection de la rue Ontario et Atateken est carrément un coin à accidents mortels. La piste cyclable s'arrête brusquement dans les faits mais en réalité les cyclistes continuent à circuler en zigzagant entre les voitures.,226,2,24489;54087
4703,51540,21768,2,Bike path needing improvement or adjustment,-73.55121754785043,45.5083342406771,Cette portion est à la Route verte ce que la Place Jacques-Cartier est à une autoroute.,87,6,51689;20035;51858;47517;19019;51050
4704,51541,21737,4,Bike path to be removed,-73.53767506155957,45.554787324117086,"Inutile, peu utilisé",20,1,50425
4705,51541,21740,4,Bike path to be removed,-73.55041217435932,45.548447487875166,"Inutile, elles cyclistes empruntent Rouen",41,7,51551;51649;51778;50425;53311;24489;53624
4706,51543,21755,3,Missing bike path,-73.62974758570135,45.496009860395475,L’hopital general juif et les installations sont difficilement accessible en raison des sens uniques et liens manquants pour le vélo. Le stationnement à vélo est sur cote-st-catherine où il est dangereux de circuler,215,7,18475;19171;23162;52210;51050;54175;54178
4707,51544,21815,2,Bike path needing improvement or adjustment,-73.60598273660115,45.54460628286034,"Les nids-de-poule sur cette route sont extrêmement profonds et dangereux, et la route est très sombre la nuit.",110,2,49064;51050
4708,51551,21870,4,Bike path to be removed,-73.55080226106362,45.54783371074441,"Hochelaga demeurait le seul axe qui traverse efficacement d'est en ouest et on l'affaiblit considérablement avec la piste cyclable sur Hochelaga alors qu'il y a une piste cyclable sur Rouen, sur Rachel, sur Notre Dame, etc. Avec Ontario qui devient inaccessible aux autos tout l'été, il faut absolument retirer cette avarie idéologique.",336,5,51649;51778;50425;53311;24489
4709,51556,21933,4,Bike path to be removed,-73.6614819225021,45.558596399445065,C'est la pire idée d'avoir aménager Henri-Bourassa de cette manière. Faut l'utiliser pour connaitre et vivre l'enfer,116,3,24429;53671;24489
4710,51559,21793,3,Missing bike path,-73.56795779410325,45.4935110628972,Manque dangeureux de connexion REV st jacques - Peel,52,11,18475;51737;51740;48674;19019;52080;51050;53473;54134;54239;54468
4711,51561,21838,2,Bike path needing improvement or adjustment,-73.67434895272476,45.544383188487984,"Bel ajout, permet de circuler sur de longues distances et de rejoindre Laval, synchronicité des lumières à améliorer",116,10,51631;51577;50001;20447;18309;23696;51050;17704;46286;54431
4712,51561,21860,3,Missing bike path,-73.60509909714177,45.52692111649043,"Section dangeureuse où, en sortant de la piste longeant le chemin de fer, la signalisation est très peu claire et où l'on se retrouve jeté dans le traffic vers une intersection peu sécurisée. Peu d'endroits sécuritaires pour circuler dans ce coin.",247,6,20447;48640;50336;51050;52151;52588
4713,51561,21872,3,Missing bike path,-73.60412831678738,45.525228801704344,"rue en ""vélopartage"" avec marquage au sol dont la chaussée est mal entretenue et où le marquage cycliste est inutile, voir dangeureux, par manque d'espace, proximité des véhicules stationnés, conflit avec le transport collectif, etc.",233,4,18283;39359;51050;53232
4714,51561,21881,3,Missing bike path,-73.6046709188481,45.524554418229286,Le manque d'infrastructure cyclable dans ce quartier rend difficile la connexion entre Rosemont-la-petite-patrie et le secteur de l'Université de Montréal.,155,3,39359;51050;52451
4715,51561,21889,1,Appreciated bike path,-73.59850434523814,45.53632444471924,Très belle intersection!,24,9,51656;42957;20035;48252;51050;52475;53344;54074;53225
4716,51561,21894,1,Appreciated bike path,-73.59632475003865,45.53856825158178,J'utilise cette piste cyclable à toutes les semaines et je peine à m'imaginer mes déplacements sans elle. Un axe essentiel!,123,14,51656;51783;51966;47554;50336;52290;51050;18221;53472;50468;53897;54190;54337;54362
